OID,Shape_Length,Shape_Area,x_z,y_z,dy_conf
451,4000,1000000,116.2215154,39.95001948,0.0
452,4000,1000000,116.2332209,39.95009749,1.4
453,4000,1000000,116.2449265,39.95017432,0.0
454,4000,1000000,116.2566321,39.95024997,0.0
455,4000,1000000,116.2683378,39.95032444,1.4
456,4000,1000000,116.2800435,39.95039773,1.2
457,4000,1000000,116.2917493,39.95046983,1.6
458,4000,1000000,116.3034551,39.95054076,1.4
459,4000,1000000,116.3151609,39.9506105,1.5
460,4000,1000000,116.3268668,39.95067906,1.4
461,4000,1000000,116.3385727,39.95074643,1.5
462,4000,1000000,116.3502787,39.95081263,1.4
463,4000,1000000,116.3619847,39.95087764,1.5
464,4000,1000000,116.3736907,39.95094148,1.3
465,4000,1000000,116.3853968,39.95100413,1.2
466,4000,1000000,116.3971029,39.9510656,1.3
467,4000,1000000,116.4088091,39.95112588,1.2
468,4000,1000000,116.4205152,39.95118499,1.5
469,4000,1000000,116.4322215,39.95124291,1.3
470,4000,1000000,116.4439277,39.95129965,1.4
471,4000,1000000,116.455634,39.95135521,1.3
472,4000,1000000,116.4673403,39.95140959,1.3
473,4000,1000000,116.4790466,39.95146278,1.4
474,4000,1000000,116.490753,39.95151479,1.0
475,4000,1000000,116.5024594,39.95156562,1.5
476,4000,1000000,116.5141659,39.95161527,1.4
477,4000,1000000,116.5258723,39.95166374,0.0
478,4000,1000000,116.5375788,39.95171103,1.0
479,4000,1000000,116.5492853,39.95175713,1.6
480,4000,1000000,116.5609919,39.95180205,1.0
481,4000,1000000,116.2214132,39.95902852,1.2
482,4000,1000000,116.2331203,39.95910655,1.5
483,4000,1000000,116.2448274,39.95918341,1.0
484,4000,1000000,116.2565346,39.95925909,0.0
485,4000,1000000,116.2682418,39.95933358,0.0
486,4000,1000000,116.279949,39.95940689,1.3
487,4000,1000000,116.2916563,39.95947902,1.4
488,4000,1000000,116.3033637,39.95954996,1.3
489,4000,1000000,116.3150711,39.95961973,1.4
490,4000,1000000,116.3267785,39.95968831,1.4
491,4000,1000000,116.3384859,39.95975571,1.4
492,4000,1000000,116.3501934,39.95982192,1.3
493,4000,1000000,116.361901,39.95988696,1.5
494,4000,1000000,116.3736085,39.95995081,1.3
495,4000,1000000,116.3853161,39.96001348,1.3
496,4000,1000000,116.3970238,39.96007497,1.4
497,4000,1000000,116.4087315,39.96013527,1.4
498,4000,1000000,116.4204392,39.9601944,1.3
499,4000,1000000,116.4321469,39.96025234,1.4
500,4000,1000000,116.4438547,39.9603091,1.3
501,4000,1000000,116.4555625,39.96036467,1.3
502,4000,1000000,116.4672704,39.96041907,1.3
503,4000,1000000,116.4789783,39.96047228,1.2
504,4000,1000000,116.4906862,39.96052431,1.3
505,4000,1000000,116.5023941,39.96057516,1.2
506,4000,1000000,116.5141021,39.96062482,0.0
507,4000,1000000,116.5258101,39.9606733,1.2
508,4000,1000000,116.5375181,39.9607206,1.4
509,4000,1000000,116.5492262,39.96076672,0.0
510,4000,1000000,116.5609343,39.96081166,0.0
511,4000,1000000,116.221311,39.96803754,1.0
512,4000,1000000,116.2330196,39.96811561,0.0
513,4000,1000000,116.2447283,39.96819249,1.3
514,4000,1000000,116.256437,39.96826818,0.0
515,4000,1000000,116.2681457,39.9683427,1.6
516,4000,1000000,116.2798545,39.96841603,1.2
517,4000,1000000,116.2915634,39.96848818,1.3
518,4000,1000000,116.3032722,39.96855915,1.5
519,4000,1000000,116.3149811,39.96862894,1.3
520,4000,1000000,116.3266901,39.96869754,1.3
521,4000,1000000,116.3383991,39.96876496,1.4
522,4000,1000000,116.3501081,39.9688312,1.5
523,4000,1000000,116.3618172,39.96889626,1.5
524,4000,1000000,116.3735263,39.96896013,1.5
525,4000,1000000,116.3852355,39.96902282,1.3
526,4000,1000000,116.3969446,39.96908433,1.4
527,4000,1000000,116.4086539,39.96914465,1.4
528,4000,1000000,116.4203631,39.96920379,1.4
529,4000,1000000,116.4320724,39.96926175,1.2
530,4000,1000000,116.4437817,39.96931853,1.3
531,4000,1000000,116.4554911,39.96937412,1.5
532,4000,1000000,116.4672005,39.96942853,1.4
533,4000,1000000,116.4789099,39.96948176,1.2
534,4000,1000000,116.4906193,39.96953381,1.2
535,4000,1000000,116.5023288,39.96958467,1.4
536,4000,1000000,116.5140383,39.96963435,1.2
537,4000,1000000,116.5257479,39.96968285,0.0
538,4000,1000000,116.5374574,39.96973017,0.0
539,4000,1000000,116.549167,39.9697763,1.6
540,4000,1000000,116.5608766,39.96982125,0.0
541,4000,1000000,116.2212088,39.97704655,1.3
542,4000,1000000,116.2329189,39.97712464,1.5
543,4000,1000000,116.2446291,39.97720155,1.4
544,4000,1000000,116.2563394,39.97727727,0.0
545,4000,1000000,116.2680496,39.97735181,1.6
546,4000,1000000,116.27976,39.97742517,1.4
547,4000,1000000,116.2914703,39.97749734,1.5
548,4000,1000000,116.3031807,39.97756833,1.4
549,4000,1000000,116.3148912,39.97763814,1.4
550,4000,1000000,116.3266017,39.97770676,1.3
551,4000,1000000,116.3383122,39.9777742,1.5
552,4000,1000000,116.3500228,39.97784046,1.3
553,4000,1000000,116.3617334,39.97790554,1.4
554,4000,1000000,116.373444,39.97796943,1.5
555,4000,1000000,116.3851547,39.97803214,1.5
556,4000,1000000,116.3968655,39.97809367,1.4
557,4000,1000000,116.4085762,39.97815401,1.4
558,4000,1000000,116.420287,39.97821317,1.4
559,4000,1000000,116.4319978,39.97827115,1.4
560,4000,1000000,116.4437087,39.97832795,1.3
561,4000,1000000,116.4554196,39.97838356,1.4
562,4000,1000000,116.4671305,39.97843799,1.2
563,4000,1000000,116.4788415,39.97849123,1.4
564,4000,1000000,116.4905524,39.9785433,1.4
565,4000,1000000,116.5022635,39.97859417,1.3
566,4000,1000000,116.5139745,39.97864387,0.0
567,4000,1000000,116.5256856,39.97869238,0.0
568,4000,1000000,116.5373967,39.97873971,0.0
569,4000,1000000,116.5491078,39.97878586,0.0
570,4000,1000000,116.560819,39.97883082,0.0
571,4000,1000000,116.2211065,39.98605555,0.0
572,4000,1000000,116.2328182,39.98613366,0.0
573,4000,1000000,116.2445299,39.98621059,1.2
574,4000,1000000,116.2562417,39.98628634,0.0
575,4000,1000000,116.2679535,39.9863609,1.6
576,4000,1000000,116.2796654,39.98643428,1.2
577,4000,1000000,116.2913773,39.98650648,1.5
578,4000,1000000,116.3030892,39.98657749,1.4
579,4000,1000000,116.3148012,39.98664732,1.4
580,4000,1000000,116.3265132,39.98671597,1.5
581,4000,1000000,116.3382253,39.98678343,1.4
582,4000,1000000,116.3499374,39.98684971,1.4
583,4000,1000000,116.3616496,39.98691481,1.3
584,4000,1000000,116.3733617,39.98697872,1.5
585,4000,1000000,116.385074,39.98704145,1.4
586,4000,1000000,116.3967862,39.987103,1.5
587,4000,1000000,116.4084985,39.98716336,1.3
588,4000,1000000,116.4202108,39.98722254,1.4
589,4000,1000000,116.4319232,39.98728054,1.4
590,4000,1000000,116.4436356,39.98733735,1.4
591,4000,1000000,116.455348,39.98739298,1.3
592,4000,1000000,116.4670605,39.98744743,1.3
593,4000,1000000,116.478773,39.98750069,1.3
594,4000,1000000,116.4904855,39.98755277,1.4
595,4000,1000000,116.5021981,39.98760366,1.3
596,4000,1000000,116.5139107,39.98765338,0.0
597,4000,1000000,116.5256233,39.9877019,0.0
598,4000,1000000,116.5373359,39.98774925,0.0
599,4000,1000000,116.5490486,39.98779541,0.0
600,4000,1000000,116.5607613,39.98784039,0.0
601,4000,1000000,116.2210041,39.99506453,0.0
602,4000,1000000,116.2327174,39.99514267,0.0
603,4000,1000000,116.2444306,39.99521963,0.0
604,4000,1000000,116.256144,39.9952954,1.6
605,4000,1000000,116.2678573,39.99536998,0.0
606,4000,1000000,116.2795707,39.99544339,1.2
607,4000,1000000,116.2912842,39.99551561,1.2
608,4000,1000000,116.3029976,39.99558664,1.5
609,4000,1000000,116.3147112,39.99565649,1.3
610,4000,1000000,116.3264247,39.99572516,1.3
611,4000,1000000,116.3381384,39.99579265,1.4
612,4000,1000000,116.349852,39.99585895,1.6
613,4000,1000000,116.3615657,39.99592407,1.5
614,4000,1000000,116.3732794,39.995988,1.5
615,4000,1000000,116.3849932,39.99605075,1.4
616,4000,1000000,116.396707,39.99611231,1.4
617,4000,1000000,116.4084208,39.9961727,1.4
618,4000,1000000,116.4201347,39.9962319,1.4
619,4000,1000000,116.4318486,39.99628991,1.4
620,4000,1000000,116.4435625,39.99634674,1.5
621,4000,1000000,116.4552765,39.99640239,1.3
622,4000,1000000,116.4669905,39.99645685,1.2
623,4000,1000000,116.4787045,39.99651013,1.3
624,4000,1000000,116.4904186,39.99656223,1.3
625,4000,1000000,116.5021327,39.99661314,1.5
626,4000,1000000,116.5138468,39.99666287,1.3
627,4000,1000000,116.5255609,39.99671141,0.0
628,4000,1000000,116.5372751,39.99675877,0.0
629,4000,1000000,116.5489893,39.99680495,0.0
630,4000,1000000,116.5607036,39.99684994,0.0
631,4000,1000000,116.2209018,40.0040735,0.0
632,4000,1000000,116.2326165,40.00415167,0.0
633,4000,1000000,116.2443313,40.00422864,1.4
634,4000,1000000,116.2560462,40.00430444,0.0
635,4000,1000000,116.2677611,40.00437905,1.3
636,4000,1000000,116.279476,40.00445248,1.3
637,4000,1000000,116.291191,40.00452472,0.0
638,4000,1000000,116.302906,40.00459578,1.5
639,4000,1000000,116.3146211,40.00466565,1.1
640,4000,1000000,116.3263362,40.00473434,1.4
641,4000,1000000,116.3380514,40.00480185,1.4
642,4000,1000000,116.3497665,40.00486817,1.4
643,4000,1000000,116.3614818,40.00493331,1.1
644,4000,1000000,116.373197,40.00499726,1.4
645,4000,1000000,116.3849123,40.00506003,1.3
646,4000,1000000,116.3966277,40.00512162,1.4
647,4000,1000000,116.408343,40.00518202,1.4
648,4000,1000000,116.4200585,40.00524123,1.3
649,4000,1000000,116.4317739,40.00529927,1.5
650,4000,1000000,116.4434894,40.00535612,1.6
651,4000,1000000,116.4552049,40.00541178,1.4
652,4000,1000000,116.4669204,40.00546626,1.4
653,4000,1000000,116.478636,40.00551956,1.4
654,4000,1000000,116.4903516,40.00557167,1.3
655,4000,1000000,116.5020672,40.0056226,1.3
656,4000,1000000,116.5137829,40.00567234,1.5
657,4000,1000000,116.5254986,40.0057209,0.0
658,4000,1000000,116.5372143,40.00576828,0.0
659,4000,1000000,116.54893,40.00581447,0.0
660,4000,1000000,116.5606458,40.00585947,0.0
661,4000,1000000,116.2207993,40.01308246,0.0
662,4000,1000000,116.2325156,40.01316064,0.0
663,4000,1000000,116.244232,40.01323765,0.0
664,4000,1000000,116.2559484,40.01331347,0.0
665,4000,1000000,116.2676648,40.0133881,1.6
666,4000,1000000,116.2793813,40.01346155,1.0
667,4000,1000000,116.2910978,40.01353382,0.0
668,4000,1000000,116.3028144,40.0136049,0.0
669,4000,1000000,116.314531,40.01367479,1.2
670,4000,1000000,116.3262476,40.01374351,1.3
671,4000,1000000,116.3379643,40.01381103,1.4
672,4000,1000000,116.3496811,40.01387738,1.4
673,4000,1000000,116.3613978,40.01394253,0.0
674,4000,1000000,116.3731146,40.01400651,1.3
675,4000,1000000,116.3848315,40.0140693,0.0
676,4000,1000000,116.3965483,40.0141309,1.6
677,4000,1000000,116.4082653,40.01419132,1.6
678,4000,1000000,116.4199822,40.01425056,1.5
679,4000,1000000,116.4316992,40.01430861,1.4
680,4000,1000000,116.4434162,40.01436548,1.4
681,4000,1000000,116.4551332,40.01442116,1.3
682,4000,1000000,116.4668503,40.01447566,1.4
683,4000,1000000,116.4785674,40.01452897,1.4
684,4000,1000000,116.4902846,40.0145811,1.0
685,4000,1000000,116.5020018,40.01463204,0.0
686,4000,1000000,116.513719,40.0146818,0.0
687,4000,1000000,116.5254362,40.01473038,0.0
688,4000,1000000,116.5371534,40.01477777,0.0
689,4000,1000000,116.5488707,40.01482397,1.6
690,4000,1000000,116.560588,40.01486899,0.0
691,4000,1000000,116.2206969,40.0220914,0.0
692,4000,1000000,116.2324147,40.02216961,0.0
693,4000,1000000,116.2441326,40.02224664,0.0
694,4000,1000000,116.2558505,40.02232248,0.0
695,4000,1000000,116.2675685,40.02239714,1.3
696,4000,1000000,116.2792865,40.02247061,1.0
697,4000,1000000,116.2910046,40.0225429,1.0
698,4000,1000000,116.3027227,40.022614,1.0
699,4000,1000000,116.3144408,40.02268392,1.0
700,4000,1000000,116.326159,40.02275266,1.3
701,4000,1000000,116.3378773,40.0228202,1.2
702,4000,1000000,116.3495955,40.02288657,0.0
703,4000,1000000,116.3613138,40.02295175,0.0
704,4000,1000000,116.3730322,40.02301574,1.4
705,4000,1000000,116.3847506,40.02307855,1.3
706,4000,1000000,116.396469,40.02314018,1.5
707,4000,1000000,116.4081874,40.02320062,1.5
708,4000,1000000,116.4199059,40.02325987,1.2
709,4000,1000000,116.4316244,40.02331794,1.4
710,4000,1000000,116.443343,40.02337483,1.4
711,4000,1000000,116.4550616,40.02343053,1.6
712,4000,1000000,116.4667802,40.02348504,1.2
713,4000,1000000,116.4784989,40.02353837,1.2
714,4000,1000000,116.4902175,40.02359052,0.0
715,4000,1000000,116.5019363,40.02364148,1.6
716,4000,1000000,116.513655,40.02369125,1.5
717,4000,1000000,116.5253738,40.02373984,1.3
718,4000,1000000,116.5370926,40.02378725,1.2
719,4000,1000000,116.5488114,40.02383347,1.2
720,4000,1000000,116.5605303,40.0238785,0.0
721,4000,1000000,116.2205943,40.03110032,0.0
722,4000,1000000,116.2323137,40.03117856,1.0
723,4000,1000000,116.2440331,40.03125561,1.3
724,4000,1000000,116.2557526,40.03133148,0.0
725,4000,1000000,116.2674721,40.03140616,1.5
726,4000,1000000,116.2791917,40.03147966,1.0
727,4000,1000000,116.2909113,40.03155197,1.0
728,4000,1000000,116.302631,40.03162309,1.0
729,4000,1000000,116.3143506,40.03169304,1.1
730,4000,1000000,116.3260704,40.03176179,1.0
731,4000,1000000,116.3377901,40.03182936,1.1
732,4000,1000000,116.34951,40.03189575,1.3
733,4000,1000000,116.3612298,40.03196095,1.4
734,4000,1000000,116.3729497,40.03202496,1.0
735,4000,1000000,116.3846696,40.03208779,1.5
736,4000,1000000,116.3963896,40.03214944,0.0
737,4000,1000000,116.4081096,40.03220989,1.4
738,4000,1000000,116.4198296,40.03226917,1.4
739,4000,1000000,116.4315497,40.03232726,1.3
740,4000,1000000,116.4432698,40.03238416,1.5
741,4000,1000000,116.4549899,40.03243988,0.0
742,4000,1000000,116.46671,40.03249441,1.0
743,4000,1000000,116.4784302,40.03254776,0.0
744,4000,1000000,116.4901505,40.03259992,0.0
745,4000,1000000,116.5018707,40.03265089,1.4
746,4000,1000000,116.513591,40.03270068,0.0
747,4000,1000000,116.5253113,40.03274929,1.2
748,4000,1000000,116.5370317,40.03279671,0.0
749,4000,1000000,116.548752,40.03284295,0.0
750,4000,1000000,116.5604724,40.03288799,0.0
751,4000,1000000,116.2204918,40.04010924,1.2
752,4000,1000000,116.2322127,40.0401875,0.0
753,4000,1000000,116.2439337,40.04026457,0.0
754,4000,1000000,116.2556547,40.04034046,0.0
755,4000,1000000,116.2673757,40.04041517,1.0
756,4000,1000000,116.2790968,40.04048869,1.1
757,4000,1000000,116.290818,40.04056102,1.1
758,4000,1000000,116.3025392,40.04063217,1.2
759,4000,1000000,116.3142604,40.04070214,1.0
760,4000,1000000,116.3259817,40.04077091,0.0
761,4000,1000000,116.337703,40.0408385,1.0
762,4000,1000000,116.3494243,40.04090491,1.2
763,4000,1000000,116.3611457,40.04097013,1.0
764,4000,1000000,116.3728672,40.04103417,1.0
765,4000,1000000,116.3845886,40.04109702,0.0
766,4000,1000000,116.3963101,40.04115868,1.2
767,4000,1000000,116.4080317,40.04121916,1.4
768,4000,1000000,116.4197532,40.04127845,1.5
769,4000,1000000,116.4314748,40.04133656,1.4
770,4000,1000000,116.4431965,40.04139348,1.6
771,4000,1000000,116.4549182,40.04144921,0.0
772,4000,1000000,116.4666399,40.04150376,0.0
773,4000,1000000,116.4783616,40.04155713,0.0
774,4000,1000000,116.4900834,40.04160931,1.2
775,4000,1000000,116.5018052,40.0416603,0.0
776,4000,1000000,116.513527,40.0417101,0.0
777,4000,1000000,116.5252489,40.04175873,0.0
778,4000,1000000,116.5369707,40.04180616,0.0
779,4000,1000000,116.5486926,40.04185241,0.0
780,4000,1000000,116.5604146,40.04189747,1.4
781,4000,1000000,116.2203891,40.04911813,0.0
782,4000,1000000,116.2321116,40.04919642,0.0
783,4000,1000000,116.2438341,40.04927352,0.0
784,4000,1000000,116.2555567,40.04934944,1.6
785,4000,1000000,116.2672793,40.04942416,1.3
786,4000,1000000,116.2790019,40.04949771,1.0
787,4000,1000000,116.2907246,40.04957006,1.0
788,4000,1000000,116.3024474,40.04964124,1.0
789,4000,1000000,116.3141701,40.04971122,1.0
790,4000,1000000,116.325893,40.04978002,1.0
791,4000,1000000,116.3376158,40.04984763,1.0
792,4000,1000000,116.3493387,40.04991406,0.0
793,4000,1000000,116.3610616,40.0499793,1.0
794,4000,1000000,116.3727846,40.05004336,0.0
795,4000,1000000,116.3845076,40.05010623,1.4
796,4000,1000000,116.3962307,40.05016791,0.0
797,4000,1000000,116.4079537,40.05022841,1.2
798,4000,1000000,116.4196769,40.05028772,1.3
799,4000,1000000,116.4314,40.05034584,1.4
800,4000,1000000,116.4431232,40.05040278,1.1
801,4000,1000000,116.4548464,40.05045854,1.0
802,4000,1000000,116.4665696,40.0505131,1.0
803,4000,1000000,116.4782929,40.05056648,0.0
804,4000,1000000,116.4900162,40.05061868,0.0
805,4000,1000000,116.5017396,40.05066969,0.0
806,4000,1000000,116.5134629,40.05071951,0.0
807,4000,1000000,116.5251863,40.05076815,0.0
808,4000,1000000,116.5369098,40.0508156,0.0
809,4000,1000000,116.5486332,40.05086186,0.0
810,4000,1000000,116.5603567,40.05090694,0.0
811,4000,1000000,116.2202865,40.05812702,0.0
812,4000,1000000,116.2320105,40.05820533,0.0
813,4000,1000000,116.2437346,40.05828245,0.0
814,4000,1000000,116.2554587,40.05835839,0.0
815,4000,1000000,116.2671828,40.05843314,1.0
816,4000,1000000,116.278907,40.05850671,0.0
817,4000,1000000,116.2906312,40.05857909,1.0
818,4000,1000000,116.3023555,40.05865028,1.0
819,4000,1000000,116.3140798,40.05872029,1.0
820,4000,1000000,116.3258042,40.05878911,0.0
821,4000,1000000,116.3375286,40.05885675,1.0
822,4000,1000000,116.349253,40.0589232,0.0
823,4000,1000000,116.3609775,40.05898846,0.0
824,4000,1000000,116.372702,40.05905253,1.3
825,4000,1000000,116.3844266,40.05911542,0.0
826,4000,1000000,116.3961511,40.05917713,0.0
827,4000,1000000,116.4078758,40.05923764,1.6
828,4000,1000000,116.4196004,40.05929697,1.2
829,4000,1000000,116.4313251,40.05935512,1.6
830,4000,1000000,116.4430498,40.05941207,0.0
831,4000,1000000,116.4547746,40.05946784,0.0
832,4000,1000000,116.4664994,40.05952243,0.0
833,4000,1000000,116.4782242,40.05957583,0.0
834,4000,1000000,116.4899491,40.05962804,0.0
835,4000,1000000,116.501674,40.05967906,0.0
836,4000,1000000,116.5133989,40.0597289,0.0
837,4000,1000000,116.5251238,40.05977755,1.2
838,4000,1000000,116.5368488,40.05982502,0.0
839,4000,1000000,116.5485738,40.0598713,1.0
840,4000,1000000,116.5602988,40.05991639,1.5
841,4000,1000000,116.2201838,40.06713589,0.0
842,4000,1000000,116.2319093,40.06721422,0.0
843,4000,1000000,116.2436349,40.06729137,1.5
844,4000,1000000,116.2553606,40.06736733,1.6
845,4000,1000000,116.2670863,40.06744211,0.0
846,4000,1000000,116.278812,40.0675157,0.0
847,4000,1000000,116.2905378,40.0675881,0.0
848,4000,1000000,116.3022636,40.06765932,0.0
849,4000,1000000,116.3139895,40.06772935,1.0
850,4000,1000000,116.3257154,40.06779819,0.0
851,4000,1000000,116.3374413,40.06786585,1.0
852,4000,1000000,116.3491673,40.06793232,0.0
853,4000,1000000,116.3608933,40.0679976,1.1
854,4000,1000000,116.3726194,40.0680617,0.0
855,4000,1000000,116.3843455,40.06812461,1.6
856,4000,1000000,116.3960716,40.06818633,0.0
857,4000,1000000,116.4077978,40.06824686,1.3
858,4000,1000000,116.419524,40.06830621,0.0
859,4000,1000000,116.4312502,40.06836437,1.4
860,4000,1000000,116.4429765,40.06842135,0.0
861,4000,1000000,116.4547028,40.06847714,0.0
862,4000,1000000,116.4664291,40.06853174,0.0
863,4000,1000000,116.4781555,40.06858515,0.0
864,4000,1000000,116.4898819,40.06863738,0.0
865,4000,1000000,116.5016083,40.06868842,0.0
866,4000,1000000,116.5133348,40.06873828,0.0
867,4000,1000000,116.5250613,40.06878694,0.0
868,4000,1000000,116.5367878,40.06883443,0.0
869,4000,1000000,116.5485143,40.06888072,1.1
870,4000,1000000,116.5602409,40.06892583,0.0
871,4000,1000000,116.220081,40.07614474,0.0
872,4000,1000000,116.2318081,40.0762231,1.6
873,4000,1000000,116.2435353,40.07630027,1.5
874,4000,1000000,116.2552625,40.07637626,0.0
875,4000,1000000,116.2669897,40.07645106,1.4
876,4000,1000000,116.278717,40.07652468,1.5
877,4000,1000000,116.2904443,40.0765971,0.0
878,4000,1000000,116.3021717,40.07666834,0.0
879,4000,1000000,116.3138991,40.07673839,1.0
880,4000,1000000,116.3256265,40.07680726,1.0
881,4000,1000000,116.337354,40.07687493,1.0
882,4000,1000000,116.3490815,40.07694143,1.0
883,4000,1000000,116.3608091,40.07700673,1.0
884,4000,1000000,116.3725367,40.07707084,1.5
885,4000,1000000,116.3842643,40.07713377,0.0
886,4000,1000000,116.395992,40.07719552,0.0
887,4000,1000000,116.4077197,40.07725607,1.4
888,4000,1000000,116.4194475,40.07731544,1.6
889,4000,1000000,116.4311753,40.07737362,0.0
890,4000,1000000,116.4429031,40.07743061,0.0
891,4000,1000000,116.4546309,40.07748642,0.0
892,4000,1000000,116.4663588,40.07754104,0.0
893,4000,1000000,116.4780867,40.07759447,0.0
894,4000,1000000,116.4898147,40.07764671,0.0
895,4000,1000000,116.5015426,40.07769777,0.0
896,4000,1000000,116.5132706,40.07774764,0.0
897,4000,1000000,116.5249987,40.07779632,1.5
898,4000,1000000,116.5367267,40.07784382,0.0
899,4000,1000000,116.5484548,40.07789013,0.0
900,4000,1000000,116.5601829,40.07793525,0.0
